Product_id,Product_name, Daily_Dose, Water, Protein, Fat, SFA, Cholesterol, PUFA, Starch, Carbohydrates, Dietary_Fiber, Organic_Acids, Ash, Sodium, Potassium, Calcium, Magnesium, Phosphorus, Iron, Retinol, Carotene, Retinol_Equivalent, Tocopherol_Equivalent, Thiamine, Riboflavin, Niacin, Niacin_Equivalent, Ascorbic_Acid, Energy_Value, Serving, Categories, Subcategories, Subcategories2, Subcategories3, Subcategories4
103,Вина сухие белые и красные (в т. ч. шампанское),125,88.2,0.2,0,0,0,0.3,0,0.3,1.6,0.6,0.3,10,60,18,10,10,0.5,0,0,0,0,0,0.01,0.1,0.1,0,64,100,Напитки,Алкогольные,Вина виноградные,,
104,Винный уксус (3%),,97,0,0,0,0,0,0,0,0,3,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,9,100,Вспомогательные пищевые продукты и улучшители вкуса,Вспомогательные пищевые продукты,,,
105,Виноград,,80.5,0.6,0.6,0.2,0,15.4,0,15.4,1.6,0.8,0.5,26,225,30,17,22,0.6,0,30,5,0.4,0.05,0.02,0.3,0.3,6,72,100,"Фрукты, ягоды и продукты их переработки",Ягоды,Ягоды садовые,,
106,Виноград сушеный (кишмиш),,18,2.3,0.5,0.2,0,65.8,0,65.8,9.6,1.4,2.4,117,830,80,42,129,3,0,35,6,0.5,0.15,0.08,0.5,0.6,0,281,100,"Фрукты, ягоды и продукты их переработки",Ягоды,Ягоды садовые,,
107,Виноградный сок,,81.9,0.3,0.2,0,0,16.3,0,16.3,0.3,0.5,0.3,16,150,20,9,12,0.4,0,0,0,0.2,0.02,0.01,0.1,0.1,2,70,100,Напитки,"Безалкогольные (менее 1,5% спирта)",Соки фруктовые. Консервы,,
108,Вишневый сок,,85,0.7,0.2,0,0,11.4,0,11.4,0.4,1.7,0.4,10,250,17,6,18,0.3,0,50,8,0.2,0.01,0.02,0.2,0.3,7.4,51,100,Напитки,"Безалкогольные (менее 1,5% спирта)",Соки фруктовые. Консервы,,
109,Вишня,,84.4,0.8,0.2,0,0,10.5,0.1,10.6,1.8,1.6,0.6,20,256,37,26,30,0.5,0,100,17,0.3,0.03,0.03,0.4,0.5,15,52,100,"Фрукты, ягоды и продукты их переработки",Фрукты,Фрукты косточковые,,
110,Вишня с сахаром,,73.9,0.7,0.4,0,0,21.7,0,21.7,1.6,1.3,0.4,18,223,32,23,26,0.5,0,90,15,0.3,0.03,0.03,0.4,0.5,12,97,100,"Фрукты, ягоды и продукты их переработки",Фрукты,Фрукты косточковые,,
111,Вобла,,78.2,18,2.8,0.6,55,0,0,0,0,0,1.2,60,160,40,25,220,0.8,20,0,20,0.6,0.12,0.14,3.2,6.6,1,95,100,Рыба. Нерыбные объекты промысла и продукты из них,Рыба,Карповые,,
112,Вобла холодного копчения,,50,31.1,6.3,1.5,133,0,0,0,0,0,12.6,4546,169,189,39,226,2.9,30,0,30,1,0.07,0.09,4.9,11.2,0,181,100,Рыба. Нерыбные объекты промысла и продукты из них,Рыба,Карповые,,
113,Водка,,66.2,0,0,0,0,0.1,0,0.4,0,0,0.1,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,235,100,Напитки,Алкогольные,,,
114,Галеты,,11,11,1.4,0.2,0,3.3,66.2,69.5,4.8,0,2.3,697,191,30,46,125,2.2,0,0,0,1.8,0.21,0.08,2.3,4.3,0,345,100,Зерно и продукты его переработки,Пшеница,Изделия из зерна мягкой пшеницы,Хлебобулочные изделия из муки высшего сорта,
115,Галки из трески,,76.7,12,1.1,0.6,27,2.2,5.1,7.3,0.1,0,2.8,771,242,52,24,161,0.6,10,0,10,0.7,0.07,0.07,1.5,4.4,0.7,87,100,Рыба. Нерыбные объекты промысла и продукты из них,Рыба,Тресковые,,
116,Галушки,,71.8,3.9,1,0.2,25,0.6,19.7,20.3,1.5,0,1.5,427,64,15,15,71,0.8,20,10,22,0.6,0.08,0.04,0.7,1.4,0,106,100,Зерно и продукты его переработки,Пшеница,Изделия из зерна мягкой пшеницы,Кулинарные изделия из муки 1 сорта,
117,Глазированная карамель,,4.2,1,0.8,0.3,0,81.8,11.1,92.9,0.4,0.6,0.1,41,90,31,37,60,2.8,0,0,0,0.2,0,0,0,0.2,0,378,100,Кондитерские изделия,Карамель,,,
118,Глазурь жировая,,1.4,3.9,37.2,13.2,0,46.7,2.2,48.9,7.4,0.2,1,1,389,41,120,110,1.8,0,0,0,4.6,0.03,0.03,0.4,1.1,0,547,100,Кондитерские изделия,Кондитерское сырье,,,
119,Глазурь шоколадная,,0.8,4.9,34.5,24,0,48.2,4.3,52.5,6,0.7,0.6,3,312,29,103,130,6,0,0,0,0.6,0.03,0.05,0.7,1.7,0,542,100,Кондитерские изделия,Кондитерское сырье,,,
120,Говядина 1 кат.,,64.5,18.6,16,7.1,80,0,0,0,0,0,0.9,65,326,9,22,188,2.7,0,0,0,0.4,0.06,0.15,4.7,8.2,0,218,100,Мясо и мясные продукты,Мясо,,,
121,Говядина 2 кат.,,69.2,20,9.8,4.3,70,0,0,0,0,0,1,73,355,10,25,200,2.9,0,0,0,0.3,0.07,0.18,5,8.8,0,168,100,Мясо и мясные продукты,Мясо,,,
122,Говядина жареная,,61.8,28.4,6,2.8,78,0,0,0,0,0,3.8,1104,284,26,36,264,3.6,0,0,0,0.3,0.1,0.3,7.1,12.6,0,168,100,Мясо и мясные продукты,Кулинарные изделия,Говядина,,
123,Говядина отварная в собственном соку,,65.4,15.4,16.9,7.7,84,0,0,0,0,0,2.3,548,319,13,28,202,3.4,0,0,0,0.4,0.04,0.11,3.6,6.2,0,214,100,Мясо и мясные продукты,Консервы,,,
124,Говядина отварная,,53.9,25.8,16.8,8.6,97,0,0,0,0,0,3.5,1094,215,30,31,184,1.5,0,0,0,0.5,0.05,0.16,3.6,8.7,0,254,100,Мясо и мясные продукты,Кулинарные изделия,Говядина,,
125,Говядина тушеная консервированная,,64,16.8,17,8.7,76,0.2,0,0.2,0.1,0,1.9,444,284,14,19,178,2.4,0,0,0,0.4,0.02,0.15,4,8.6,0,220,100,Мясо и мясные продукты,Консервы,,,
126,Говядина тушеная,,74.9,13.6,5.4,4.6,48,1.3,2,3.3,0.4,0.1,2.3,612,307,17,22,146,1.6,0,460,77,0.6,0.12,0.13,3.2,5.8,0.9,116,100,Мясо и мясные продукты,Кулинарные изделия,Говядина,,
127,Голубика,,87.7,1,0.5,0,0,6.6,0,6.6,2.5,1.4,0.3,6,51,16,7,8,0.8,0,0,0,1.4,0.01,0.02,0.3,0.4,20,39,100,"Фрукты, ягоды и продукты их переработки",Ягоды,Ягоды лесные,,
128,Голубцы овощные,,79.5,2.2,5.2,1.7,7,5.2,4.5,9.7,2.2,0.2,1,122,238,49,20,54,0.9,0,1590,265,1.4,0.03,0.04,0.6,0.8,13.6,95,100,"Овощи, грибы и продукты их переработки",Овощи,Капуста,Белокочанная,Блюда из капусты белокочанной
129,Горбуша,,71.8,20.5,6.5,1.1,60,0,0,0,0,0,1.2,70,335,20,30,200,0.6,30,0,30,1.5,0.2,0.16,4.5,8.1,0.9,140,100,Рыба. Нерыбные объекты промысла и продукты из них,Рыба,Лососевые,,
130,Горбуша в томатном соусе. Консервы,,70.7,15,6,0.9,50,2.7,1.4,4.1,1,0.4,2.8,790,292,340,23,167,0.6,20,300,70,1.6,0.11,0.09,3.2,5.7,0,130,100,Рыба. Нерыбные объекты промысла и продукты из них,Рыба,Лососевые,,
131,Горбуша натуральная. Консервы,,70.6,20.9,5.8,1,54,0,0,0,0,0,2.7,694,260,185,56,230,0.9,20,0,20,1.3,0.03,0.14,4.8,8.3,0,136,100,Рыба. Нерыбные объекты промысла и продукты из них,Рыба,Лососевые,,
132,Горбуша отварная,,68.6,21.8,7.3,1.2,60,0,0,0,0,0,2.3,659,189,19,13,145,0.8,30,0,30,1.6,0.14,0.12,4.2,8.5,0,152,100,Рыба. Нерыбные объекты промысла и продукты из них,Рыба,Лососевые,,
133,Горбуша соленая,,54.1,22.1,9,1.5,83,0,0,0,0,0,14.8,5343,278,40,29,128,0.7,20,0,20,1.8,0.2,0.16,4.6,8.3,0,169,100,Рыба. Нерыбные объекты промысла и продукты из них,Рыба,Лососевые,,
134,Горбуши зернистая икра,,49.7,30.6,11.5,2.1,310,0,0,1,0,0,7.2,2245,85,75,141,426,2,250,0,250,2.5,0.5,0.4,1.4,7.5,2.5,230,100,Рыба. Нерыбные объекты промысла и продукты из них,Икра. Соленая продукция,,,
135,Горох лущеный,45,14,23,1.6,0.2,0,3.4,44.7,48.1,10.7,0,2.6,27,731,89,88,226,7,0,10,2,0.5,0.9,0.18,2.4,7.2,0,299,100,"Бобовые, орехи",Бобовые,,,
136,Горох отварной,,60.9,10.5,0.8,0.1,0,1.4,19,20.4,5,0,2.4,468,348,47,42,107,3.3,0,10,2,0.5,0.23,0.07,1,3.2,0,130,100,"Бобовые, орехи",Бобовые,,,
137,Горох отварной с копченой грудинкой,,61.7,8.4,5.7,1.8,4,3.5,14.3,17.8,4.1,0,2.3,465,280,40,33,100,2.6,0,100,17,0.6,0.19,0.06,0.8,2.8,0.6,156,100,"Бобовые, орехи",Бобовые,,,
138,"Горох, зерно",45,14,20.5,2,0.2,0,4.6,44.9,49.5,11.2,0,2.8,33,873,115,107,329,6.8,0,10,2,0.7,0.81,0.15,2.2,6.5,0,298,100,"Бобовые, орехи",Бобовые,,,
139,Горошек зеленый,,80,5,0.2,0,0,4,4.3,8.3,5.5,0.1,0.9,2,285,26,38,122,0.7,0,400,67,0.2,0.34,0.19,2,3,25,55,100,"Бобовые, орехи",Бобовые,,,
140,Горошек зеленый. Консервы,,83.9,3.1,0.2,0,0,3.3,3.2,6.5,4.9,0.1,1.3,360,99,20,21,62,0.7,0,300,50,0.2,0.11,0.05,0.7,1.3,10,40,100,"Бобовые, орехи",Бобовые,,,
141,Горчица,5,6.4,25.8,30.8,1.4,0,3.6,19.8,23.4,8.8,0,4.8,37,608,254,238,650,25,0,0,0,,,,,,0,474,100,"Бобовые, орехи",Семена масличных ???,,,
142,Горчица столовая,5,63.9,9.9,5.3,0.5,0,9.9,2.8,12.7,1.7,1.7,4.8,1267,222,110,122,213,10.8,0,8,1,2.2,0.08,0.19,,1.7,0,143,100,Вспомогательные пищевые продукты и улучшители вкуса,Улучшители вкусовых свойств блюд,,,
143,Гранат,,81,0.7,0.6,0.1,0,14.5,0,14.5,0.9,1.8,0.5,2,150,10,2,8,1,0,30,5,0.4,0.04,0.01,0.4,0.5,4,72,100,"Фрукты, ягоды и продукты их переработки",Фрукты,Фрукты субтропические,,
144,Гранатовый сок,,82.5,0.3,0.1,0,0,14.2,0,14.2,0.2,2.4,0.3,4,102,12,5,8,1,0,20,3,0.3,0.04,0.01,0.3,0.4,4,56,100,Напитки,"Безалкогольные (менее 1,5% спирта)",Соки фруктовые. Консервы,,
145,Грейпфрут,,88.8,0.7,0.2,0,0,6.5,0,6.5,1.8,1.5,0.5,13,184,23,10,18,0.5,0,20,3,0.3,0.05,0.03,0.2,0.3,45,35,100,"Фрукты, ягоды и продукты их переработки",Фрукты,Фрукты цитрусовые,,
146,Грейпфрут с сахаром,,68.3,0.5,0.2,0,0,28.1,0,28.1,1.4,1.1,0.4,10,140,18,8,14,0.4,0,12,2,0.2,0.04,0.02,0.1,0.2,34,120,100,"Фрукты, ягоды и продукты их переработки",Фрукты,Фрукты цитрусовые,,
147,Грейпфрутовый сок,,89.6,0.3,0.1,0,0,7.9,0,7.9,0.2,1.6,0.3,14,162,20,10,15,0.1,0,15,2,0.2,0.03,0.02,0.2,0.2,40,38,100,Напитки,"Безалкогольные (менее 1,5% спирта)",Соки фруктовые. Консервы,,
148,Грецкий орех,,3.8,16.2,60.8,6.2,0,3.9,7.2,11.1,6.1,0,2,3,664,124,198,364,2.3,0,50,8,23,0.39,0.12,1.2,4.8,5.8,656,100,"Бобовые, орехи",Орехи,,,
149,Грибы жареные (сушеные),,45,11.3,24.4,3.7,0,1.2,0,1.2,13.1,0,5,470,1044,40,44,241,1.7,0,0,0,11.5,0.05,0.81,14.5,25.2,7,270,100,"Овощи, грибы и продукты их переработки",Грибы,,,
150,Грибы жареные в сметанном соусе,,65.3,6.7,14.5,3.3,1,1,2.5,3.5,6.8,0.1,3.1,397,556,35,25,144,1.1,0,30,5,6.2,0.04,0.44,7.4,12.6,3.5,172,100,"Овощи, грибы и продукты их переработки",Грибы,,,
151,Грибы жареные с картофелем,,73.5,3.9,5.2,1.1,0,1.2,11.5,12.7,2.5,0.2,2,194,519,19,22,84,0.9,0,10,2,2.1,0.08,0.19,3.2,5.2,10.5,114,100,"Овощи, грибы и продукты их переработки",Грибы,,,
152,"Грибы, запеченные в сметанном соусе",,62.4,6.5,16.6,2.4,2,1,2.2,3.2,7.8,0.1,3.4,445,634,72,28,137,1,10,30,15,7.4,0.04,0.5,8.5,11.5,3.9,188,100,"Овощи, грибы и продукты их переработки",Грибы,,,
153,"Грибы, тушенные с картофелем",,74.6,4,6.4,1.6,0,2.9,7.8,10.7,2.4,0.1,1.8,223,515,25,13,95,0.9,0,80,13,2,0.07,0.23,4,7,7.8,117,100,"Овощи, грибы и продукты их переработки",Грибы,,,
154,Грильяжные конфеты,,0.9,7.8,22,8.3,2,61.7,3.2,64.9,3.6,0.2,0.6,8,227,46,49,108,3.3,5,3,5,4.8,0.03,0.03,0.6,1.6,0,489,100,Кондитерские изделия,Конфеты,Конфеты глазированные шоколадом с корпусами:,,
155,Грудинка копчено-запеченная,,33.8,10,52.7,18.9,63,0,0,0,0,0,3.5,1087,159,18,13,100,1.6,0,0,0,0.3,0.31,0.08,1.6,5,0,514,100,Мясо и мясные продукты,Колбасные изделия,Продукты из свинины,,
156,Грудинка сырокопченая,,23,8.9,63.3,22.7,70,0,0,0,0,0,4.8,1608,208,26,19,143,1.4,0,0,0,0.3,0.3,0.08,1.5,4.5,0,605,100,Мясо и мясные продукты,Колбасные изделия,Продукты из свинины,,
157,Груша,,85,0.4,0.3,0,0,9.8,0.5,10.3,2.8,0.5,0.7,14,155,19,12,16,2.3,0,10,2,0.4,0.02,0.03,0.1,0.2,5,47,100,"Фрукты, ягоды и продукты их переработки",Фрукты,Фрукты семечковые,,
158,Груша сушеная,,24,2.3,0.6,0.1,0,42.3,20.3,62.6,6,1.5,3,8,872,107,66,92,1.8,0,0,0,0.4,0.03,0.1,0.5,1,8,270,100,"Фрукты, ягоды и продукты их переработки",Фрукты,Фрукты семечковые,,
159,Гуляш бараний,,63.6,14.2,15.6,7.1,61,1.8,2.1,3.9,0.5,0.1,2.1,598,203,19,16,122,1.6,0,60,10,0.6,0.07,0.12,3.3,6.1,0,213,100,Мясо и мясные продукты,Консервы,,,
160,Гуляш говяжий,,62.1,16.8,14.3,6.3,70,1.8,2.1,3.9,0.5,0.1,2.3,598,274,19,18,172,2.3,0,60,10,0.5,0.06,0.12,4,7,0,212,100,Мясо и мясные продукты,Консервы,,,
161,Гуляш свиной,,50.8,13.1,29.4,10.4,61,1.8,2.1,3.9,0.5,0.1,2.2,590,211,18,18,143,1.4,0,60,10,0.5,0.37,0.12,2.3,5,0,333,100,Мясо и мясные продукты,Консервы,,,
162,Гуси 1 кат.,,45,15.2,39,9.5,110,0,0,0,0,0,0.8,91,240,12,30,165,2.4,20,0,20,0.3,0.08,0.23,5.2,8.6,0,412,100,Мясо и мясные продукты,Мясо,Мясо птицы,,
163,Гуси 2 кат.,,54.4,17,27.7,6.7,100,0,0,0,0,0,0.9,99,274,14,34,179,2.4,20,0,20,0.3,0.09,0.26,5.6,9.1,0,317,100,Мясо и мясные продукты,Мясо,Мясо птицы,,
164,Джем из абрикосов,25,25.9,0.5,0,0,0,71.6,0,71.6,1,0.6,0.4,2,152,12,9,18,0.4,0,300,50,0.8,0.01,0.02,0.2,0.3,2.4,276,100,"Фрукты, ягоды и продукты их переработки","Варенье, джем, повидло (консервы)",,,
165,Джем мандариновый,25,26.1,0.3,0,0,0,71.8,0,71.8,1,0.5,0.3,6,78,17,5,8,0.1,0,0,0,0.1,0.01,0.01,0.1,0.1,10,276,100,"Фрукты, ягоды и продукты их переработки","Варенье, джем, повидло (консервы)",,,
166,Джем черносмородиновый,25,23.3,0.6,0.1,0,0,72.8,0.1,72.9,1.4,1.2,0.5,18,140,22,14,16,0.5,0,50,8,0.4,0.01,0.01,0.1,0.2,40,284,100,"Фрукты, ягоды и продукты их переработки","Варенье, джем, повидло (консервы)",,,
167,Драже сахарное,,1.6,0,0,0,0,96.1,1.6,97.7,0,0.7,0,1,3,3,1,1,0.3,0,0,0,0,0,0,0,0,0,393,100,Кондитерские изделия,Драже,,,
168,Драники картофельные,,69.9,2.7,4.5,0.7,0,1.4,17.2,18.6,2,0.3,2,273,634,15,26,66,1,0,30,5,1.8,0.13,0.08,1.6,2.2,12.5,127,100,"Овощи, грибы и продукты их переработки",Овощи,Картофель,,
169,Дрожжи прессованные (*эргостерин),,74,12.7,2.7,0.5,260,8.5,0,8.5,0,0,2.1,21,590,27,51,400,3.2,0,0,0,0.8,0.6,0.68,11.4,14.3,0,109,100,Вспомогательные пищевые продукты и улучшители вкуса,Вспомогательные пищевые продукты,,,
170,Дыня,,90,0.6,0.3,0.1,0,7.3,0.1,7.4,0.9,0.2,0.6,32,118,16,13,12,1,0,400,67,0.1,0.04,0.04,0.4,0.5,20,35,100,"Фрукты, ягоды и продукты их переработки",Бахчевые,,,
171,Ежевика,,88,1.5,0.5,0,0,4.4,0,4.4,2.9,2,0.7,21,208,30,29,32,1,0,100,17,1.2,0.01,0.05,0.4,0.6,15,34,100,"Фрукты, ягоды и продукты их переработки",Ягоды,Ягоды лесные,,
172,Жаркое по-домашнему,,75.1,6.5,4,2.7,21,1.7,9.4,11.1,1.2,0.1,2,391,473,16,22,94,1.4,0,60,10,0.3,0.08,0.1,1.9,3.3,4.6,108,100,Мясо и мясные продукты,Кулинарные изделия,Говядина,,
173,Желатин,,10,87.2,0.4,0,0,0,0.7,0.7,0,0,1.7,11,1,700,80,300,2,0,0,0,,,,,,,355,100,Вспомогательные пищевые продукты и улучшители вкуса,Вспомогательные пищевые продукты,,,
174,Желейные (*морковные) конфеты,,15.6,1.4,8.2,5.6,0,65.2,4.2,69.4,4.2,0.7,0.5,28,110,25,49,39,2.8,0,490,81,1.2,0.02,0.03,0.4,0.8,0,359,100,Кондитерские изделия,Конфеты,Конфеты глазированные шоколадом с корпусами:,,
175,Желток яичный,,50,16.2,31.2,9.7,1510,0,0,0,0,0,1.7,51,129,136,15,542,6.7,890,210,925,2,0.24,0.28,0.1,4,0,354,100,Яйцепродукты,,,,
176,Желток сухой,,7.5,31.1,52.2,15.8,2453,4.7,0,4.7,0,0,4.5,99,249,262,29,1047,12.5,2160,800,2293,2.9,0.35,0.47,0.6,8.1,0,612,100,Яйцепродукты,Желток,,,
177,Жир бараний топленый,,0.3,0,99.7,61.2,100,0,,0,,,0,0,0,0,0,0,0,60,20,63,0.5,0,0,0,0,,897,100,Жировые продукты (жирностью более 50%),Животные жиры,,,
